Clause ,Title,Clause Date,Acceptance Status*,Acceptance Criteria or additional notes,Request to Sponsor,"Subcontract 
Flowdown",VT Review Date & initial,Notify PI,Prescription,Link to Prescription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.2.3-14,"Late Submissions, Modifications, and Withdrawals of Submittals",Jul-04,,Solicitation Provision.  Must be used in all SIRs issued in the U.S. and Canada in which the FAA needs the offers at precise times and dates. Sets specific deadlines and criteria for when the FAA may entertain a late proposal.  ,Should not be included in an award as this is a solicitation provision. ,,06/16/15 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.2.3-17,Preparing Offers,Jul-04,,Solicitation Provision.  Must be used in all SIRs.,Should not be included in an award as this is a solicitation provision. You must provide the information the SIR requires. Print or type your name and sign the offer. The person signing the offer must initial erasures or other changes.,,06/16/15 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.2.3-18,Prospective Offeror's Requests for Explanations ,Mar-09,,Solicitation Provision.  Must be used in all SIRs.  Need to provide sufficient time when we have questions so that the FAA is able to respond prior to the deadline for proposals.,Should not be included in an award as this is a solicitation provision. ,,06/16/15 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.2.3-19,Contract Award ,Jul-04,,Solicitation Provision.  Must be used in all SIRs. Reviews award criteria and information provided a debriefings. ,Should not be included in an award as this is a solicitation provision. ,,06/16/15 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.2.3-20,Electronic Offers,Jul-04,,Solicitation Provision.  Must be used in all SIRs. The CO must insert data in this provision.,"Should not be included in an award as this is a solicitation provision. Electronic offers must refer to this SIR and include, as applicable, the item or sub-items, quantities, unit prices, time and place of delivery, all representations and other information required and a statement specifying the extent of your agreement with all the FAA's (we) terms, conditions, and provisions.",,06/16/15 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.2.3-29, Integrity of Unit Prices,Jul-04,REMOVE,"Solicitation Provision.  Must be used in all SIRs and contracts except: (a) construction or architect-engineer services, (b) utility services contracts where supplies are not required, (c) contracts for petroleum products, and (d) service contracts where supplies are not required.","Should not be included in an award as this is a solicitation provision.  Also, Paragraph (d) within the prescription confirms that services contracts where supplies are not required are exempt.  ",,06/16/15 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.2.3-33,Order of Precedence,Mar-09,C,"Must be used as a clause or as a provision for all negotiated contracts that use the uniform contract format. **Note to CO: Using this clause with Clause 3.2.2.3-60, Specifications, Drawings and Material Offers, may create a conflict. To avoid this, ensure that the drawings are listed in the contract as attachments to the specifications and not separately as ""Other documents, exhibits, and attachments."" Listing them as attachments clarifies that the specification takes precedence over the drawings.",,Yes,06/16/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.2.3-34,Evaluating Offers for Multiple Awards,Jul-04,,Solicitation Provision.  Must be used in SIRs when FAA may make multiple awards.,Should not be included in an award as this is a solicitation provision. ,,06/16/15 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.2.3-40,Precontract Costs,Jul-04,,Solicitation Provision.  Must be used in SIRs when FAA may negotiate an agreement that allows the offeror to incur costs before contract award.,"Should not be included in an award as this is a solicitation provision.

The FAA will pay for precontract costs if:

(a) You are awarded the contract;
(b) You must incur these costs to comply with the proposed contract delivery schedule;

(c) The delivery schedule is non-negotiable; and

(d) The costs would be allowable if they were incurred after contract award and the Contracting Officer (CO) has expressly authorized the payments in writing. ",,06/16/15 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.2.3-67,Special Precautions for Work at Operating Airports,Jul-04,REMOVE,Contract Clause.  Must be used in contracts where the work will be performed at an operating airport.  A closer look at this clause shows that it is tailored to a construction contract.  Suggest removal.  ,,,06/16/15 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.2.7-6,"Protecting the Government's Interest when Subcontracting with Contractors Debarred, Suspended, or Proposed for Debarment",Apr-11,,Contract Clause.  Must be used in all SIRs and contracts.,,Not required in prescription.  ,06/16/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.2.7-8,Disclosure of Team Arrangements,Apr-08,,Contract Clause. Must be used in all SIRs and contracts.,,Not required in prescription.  ,06/16/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.4-6,Fixed Fee,Jan-11,REMOVE,Contract Clause.  Must be used in SIRs and contracts when a cost plus fixed fee contract (other than facilities contract) is contemplated.,Virginia Tech does not have fixed fees and cannot enter into a CPFF contract.  Virginia Tech also does not execute construction contracts.,Not required in prescription.  ,06/16/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.4-25,Single or Multiple Awards,Apr-96,C,"Solicitation Provision.  Must be used in SIRs for indefinite quantity contracts that may result in multiple contract awards. Do not use for advisory and assistance services contracts that exceed 3 years and $10,000,000. Can be modified to specify the number of awards anticipated.",Should not be included in an award as this is a solicitation provision.,Not required in prescription.  ,06/16/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.4-27,Limitation of Price and Contractor Obligations,Apr-96,C,Contract Clause.  Must be used in SIRs and contracts when a multiyear contract or a multiyear modified requirements contract is contemplated.,,Not required in prescription.  ,06/16/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.4-28,Cancellation of Items,Apr-96,C,Contract Clause.  Must be used when a multiyear contract is contemplated.,"Cancellation,"" as used in this clause, means that the Government is canceling its requirements for all items in program years subsequent to that in which notice of cancellation is provided. Cancellation shall occur, by the date or within the time period specified in the Schedule, (unless a later date is agreed to) if the Contracting Officer (1) notifies the Contractor that funds are not available for contract performance for any subsequent program year or (2) fails to notify the Contractor that funds are available for performance of the succeeding program year requirement.",Not required in prescription.  ,06/16/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.4-28,"Cancellation of Items, Alternate I",Apr-96,C,Contract Clause.  Must be used when a multiyear contract is contemplated.,"Cancellation,"" as used in this clause, means that the Government is canceling its requirements for all items in program years subsequent to that in which notice of cancellation is provided. Cancellation shall occur, by the date or within the time period specified in the Schedule, (unless a later date is agreed to) if the Contracting Officer (1) notifies the Contractor that funds are not available for contract performance for any subsequent program year or (2) fails to notify the Contractor that funds are available for performance of the succeeding program year requirement.",Not required in prescription.  ,06/16/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.4-34,Option to Extend Services ,Oct-14,C,Contract Clause:  Must be used in SIRs and contracts that include services.,Extension period cannot exceed 6 months.  ,Not required in prescription.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.5-1,Officials Not to Benefit,Apr-96,OK,Contract Clause:  Must be used in all SIRs and contracts (in accordance with 41 U.S.C. 22).,,Not required in prescription.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.5-2,Independent Price Determination,Apr-96,OK,Solicitation Provision.  Must be used in SIRs for firm fixed price or firm fixed price with economic price adjustment if there is a possibility of price collusion among the offerors.,Should not be included in an award as this is a solicitation provision. ,Not required in prescription.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.5-3,Gratuities or Gifts ,Jan-99,OK,Contract Clause:  Must be used in all SIRs and contracts.,,Not required in prescription.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.5-4,Contingent Fees,Oct-96,OK,Contract Clause:  Must be used in all SIRs and contracts.,,Not required in prescription.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.5-5,Anti-Kickback Procedures,Oct-10,C,"Contract Clause.  Must be used in all SIRs and contracts which exceed $150,000.",,Not required in prescription.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.5-6,Restrictions on Subcontractor Sales to the FAA,Apr-96,C,Contract Clause. May be used in SIRs and contracts expected to include subcontracts.,,Yes.  Please See 3.2.5-6(c ),06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.5-6,Alternate I Restrictions on Subcontractor Sales to the FAA ,Apr-96,REMOVE,Contract Clause. May be used when the acquisition is for commercial items.,"Virginia Tech is executing research and is not providing commercial items.  Therefore, removal should be requested. ",,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.5-7,Disclosure Regarding Payments to Influence Certain Federal Transactions,Oct-10,C,"Contract Clause. Must be used in all SIRs and contracts expected to exceed $150,000 (in accordance with 31 U.S.C. 1352).",,"Yes.  For any subcontracts that exceed $150,000.  Please see 3.2.5-7(b)(3) and 3.2.5-7(d)(3).  ",06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.5-8,Whistleblower Protection for Contractor Employees,Apr-96,OK,Contract Clause.  Must be used in all SIRs and contracts. ,This clause does not include the notification requirements that are included in the FAR/DFARS.  ,,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.5-13,Contractor Code of Business Ethics and Conduct,Apr-10,C,"Contract Clause.  Must be used in all SIRS and contracts expected to equal or exceed $5,000,000, and the performance period is 120 days or more. ",,Yes.  Please see 3.2.5-13(d).  For all subcontracts with large businesses that have a value of $5M or more and exceed 120 days.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2.5-14,Display of Hotline Poster(s),Apr-08,C,"Contract Clause.  Must be used in all SIRS and contracts expected to equal or exceed $5,000,000, except for acquisition of a commercial item or the contract is performed entirely outside the United States.",,"Yes.   In all subcontracts that equal or exceed $5,000,000, except when the subcontract:
(1) Is for the acquisition of a commercial item; or
(2) Is performed entirely outside the United States.",06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-1,Payments,Apr-96,C,"Contract Clause.  Must be used in SIRs and contracts when a fixed price supply contract, fixed price service contract or a contract for nonregulated communications services is contemplated.",,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-6,Discounts for Prompt Payment ,May-97,C,Contract Clause.  May be used in SIR's and contracts when a fixed price supply contract or fixed price service contract is contemplated,,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-7,Limitation on Withholding of Payments,May-97,C,"Contract Clause.  May be used in SIR's and contracts when a supply contract, research and development contract, service contract, time and materials contractor labor hour contract is contemplated that includes two or more terms authorizing the temporary withholding of amounts otherwise payable to the contractor for supplies delivered or services performed.",,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-8,Extras,May-97,C,"Contract Clause.  May be used in SIR's and contracts when a fixed price supply contract, fixed price service contract or a transportation contract is contemplated.",,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-9,Interest ,Sep-09,REMOVE,"Contract Clause.  Must be used in SIR's and contracts except for services, cost reimbursement, time and materials or labor hour. In addition, use of the clause is optional if the contract falls into one of the following categories: (a) contracts at or below $100,000; (b) contracts with Government agencies; (c) contracts with a state or local government or instrumentality; (d) contracts with a foreign government or instrumentality; (e) contracts without any provision for profit or fee with a nonprofit organization; (f) contracts for paid advertisements; or (g) any other exceptions authorized under FAA procedures. ","Virginia Tech is a non-profit, educational institution and state agency with no mechanism to earn or pay interest on funds payable to the government.  Per the clause's prescription, this clause is not mandatory for state government instrumentalities.  Request Removal.",Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-10,Availability of Funds,Apr-14,C,Contract Clause.  Must be used in SIRs and contracts when the contract will be chargeable to funds of the new Fiscal Year and the contract action will be initiated before the funds are available.,"Please be certain to alert the PI to the presence of this clause.  If Virginia Tech performs research that exceeds the amount of funding available, the PI is performing at risk.  ",Not required in prescription or clause.  ,06/17/15 CDC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-11,Availability of Funds for the Next Fiscal Year,Apr-96,C,Contract Clause.  Must be used in SIRs and contracts (in accordance with 31 U.S.C. 1301 and 42 U.S.C. 2459) if a one year indefinite quantity or requirements contract for services is contemplated and the contract is: (a) funded by annual appropriations and; (b) is to extend beyond the initial fiscal year. The Contracting Officer must insert appropriate information in the clause.,This is a fillable clause - Contracting Officer must insert date funds will run out.  Please be certain to alert the PI. ,Not required in prescription or clause.  ,06/17/15 CDC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-12,Limitation of Cost,Apr-96,C,"Contract Clause.  Must be used in SIRs and contracts (in accordance with 31 U.S.C. 1301 and 42 U.S.C. 2459) if a fully funded cost reimbursement contract is anticipated except those for consolidated facilities, facilities acquisition, or facilities use whether or not the contract provides for payment of a fee.",,Not required in prescription or clause.  ,06/17/15 CDC,"Yes.  Will have to notify sponsor when reached 75% of cost.  If clause is included by full text, check to see if the Contracting Officer updated this percentage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-13,Limitation of Cost (Facilities),Apr-96,C,"Contract Clause.  Must be used in SIRs and contracts (in accordance with 31 U.S.C. 1301 and 42 U.S.C. 2459) for consolidated facilities, facilities acquisition or facilities use.",,Not required in prescription or clause.  ,06/17/15 CDC,"Yes.  Will have to notify sponsor when reached 75% of cost.  If clause is included by full text, check to see if the Contracting Officer updated this percentage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-14,Limitation of Funds,Apr-96,C,Contract Clause.  Must be used in SIRs and contracts if an incrementally funded cost reimbursement contract is contemplated.,,Not required in prescription or clause.  ,06/17/15 CDC,"Yes.  Will have to notify sponsor when reached 75% of cost.  If clause is included by full text, check to see if the Contracting Officer updated this percentage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-15,Assignment of Claims,Apr-96,C,Contract Clause.  Must be used in SIRs and contracts unless the contract will prohibit assignment of claims. ,,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-15,Alternate I Assignment of Claims ,Apr-96,C,Contract Clause.  Must be used if a no-setoff commitment has been authorized by the President.,,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-16,Prohibition of Assignment of Claims,Apr-96,C,Contract Clause.  Must be used in SIRs and contracts when the Contracting Officer determines assignment of claims is not in the Government's interest.,,Not required in prescription or clause.  ,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-17,Prompt Payment ,Apr-12,C,"Contract Clause.  Must be used in all SIRs and contracts except construction, fixed price architect-engineer contracts, or when payment terms and late payment penalties are established by other governmental authority (e.g., tariffs).",,Please see 3.3.1-17( c) regarding what must be included in subcontracts,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-18,Prompt Payment for Fixed-Price Architect-Engineer Contracts ,Apr-12,REMOVE,"Contract Clause. Must be used in SIRs and contracts which contain clause 3.3.1-3, Payments under Fixed-Price Architect-Engineer Contracts.",Not applicable to Virginia Tech. ,,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-19,Prompt Payment for Construction Contracts,Sep-09,REMOVE,"Contract Clause.  Must be used in SIRs and contracts that contain clause 3.3.1-2, Payments under Fixed-Price Construction Contracts",Not applicable to Virginia Tech. ,,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-20,Providing Accelerated Payment to Small Business Subcontractors,Oct-12,OK,Contract Clause.  Must be used in SIRs and contracts.,,"Yes,  Please See Paragraph 3.3.1-20(b)",06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-21,Financing Payment Terms for Purchases of Commercial Items ,Aug-97,REMOVE,Contract Clause.  May be used in SIRs and contracts for commercial supplies or services when financing payments are customary or in the best interest of the FAA.,Not applicable to Virginia Tech. Not providing Commercial supplies/services.,,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-22,Installment Payments,Apr-96,REMOVE,Contract Clause.  May be used in SIRs and contracts for commercial supplies or services when financing payments are customary or in the best interest of the FAA. CO to insert information.,Not applicable to Virginia Tech. Not providing Commercial supplies/services.,,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-23,Invitation to Propose Payment Terms ,Apr-96,REMOVE,Solicitation Provision.  May be used in SIRs and contracts for commercial supplies or services when financing payments are customary or in the best interest of the FAA.,Not applicable to Virginia Tech. Not providing Commercial supplies/services.,,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-24, Fast Payment Procedures,Oct-96,REMOVE,"Contract Clause.  May be used in SIRs and contracts for supplies when: (a) it may not be possible for the receiving location to make timely notice to the payment office that the supplies have been accepted; (b) title will vest in the Government upon either shipment or receipt; (c) the supplier agrees to replace or repair supplies damaged in transit; and (d) there are safeguards to ensure supplies are shipped, received, and acceptable.",Not applicable to Virginia Tech. Not providing Commercial supplies/services.,,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1-27,Invoices for Equipment Delivered,Mar-97,REMOVE,Contract Clause.  Must be used in all SIRs and contracts for equipment purchased with F&E funds.,Not applicable to Virginia Tech. Not providing Commercial supplies/services.,,06/17/15 CDC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
