Clause ,Title,Clause Date,Acceptance Status*,Acceptance Criteria or additional notes,Request to Sponsor,"Subcontract 
Flowdown",VT Review Date & initial,Notify PI,Prescription,Link to Prescription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.219-8,Utilization of small business concerns and small disadvantaged business concerns,Mar 2015,C,"If FAR 52.219-8, Utilization of Small Business Concerns, is included",,,05/27/17 CDC,,719.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.219-70,USAID Mentor-Protégé Program ,July 2007,C,"In all unrestricted solicitations exceeding $550,000 ($1,000,000 for construction) that offer subcontracting opportunities.",This is a solicitation provision (not a contract clause).  Should not be included in a resulting contract.,,05/27/17 CDC,,719.273-11(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.219-71,Mentor Requirements and Evaluation ,July 2007,C,In all contracts where the prime contractor has signed a Mentor-Protégé Agreement with USAID.,This will not apply to VT.  ,,05/27/17 CDC,,719.273-11(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.222-70,USAID Disability Policy,Dec 2004,OK,In section H of all solicitations and resulting contracts.,,,05/27/17 CDC,,722.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.225-70,"Source, Origin and Nationality Requirements",Feb 2012,OK,Reqiured in all contracts under which goods or services will be purchases,,,05/27/17 CDC,,725.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.225-71,Local procurement,,C,For any USAID contract involving performance overseas,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.226-1,Disadvantaged Enterprise Representations,April 1991,OK,awards issued under provisons of 706.302-71 for small disadvanaged businesses  (will be N/A if left in),complete certification,not required in clause or prescription,4/4/12 LDC,,726.7006(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.226-2,Subcontracting with Disadvantaged,July 1997,C,"Over $500,000 funded from sources listed in 706.302-71(a).  Notify procurement - requires 10% to be subcontracted to disadvantaged businesses", ,not required in clause or prescription,4/4/12 LDC,,726.7007(c) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.227-14,Rights in Data - general,Oct 2007,C,"when contract includes requirement for contractor to assign copyright to government and/or includes express restriction in contract. OR  When data may be sensitive to gov't relations to hosting country.
NOTE: section 3 has publication restriction on data produced or used in overseas performance  NOTIFY EXPORTS","This clause is used when FAR 52.227-14 is included.  It replaced FAR 52.227-14(d) with the following text:  

Rights in Data--General (OCT 2007) 
The following paragraph (d) replaces paragraph (d) of (48 CFR) FAR 52.227-14 Rights in Data—General. 
(d) Release, publication and use of data. 
(1) For all data first produced or specifically used by the Contractor in the performance of this contract in the United States, its territories, or Puerto Rico, the Contractor shall have the right to use, release to others, reproduce, distribute, or publish such data, except to the extent such data may be subject to the Federal export control or national security laws or regulations, or unless otherwise provided in this paragraph of this clause or expressly set forth in this contract [see paragraph (d)(3) for limitations on contracts performed outside of the US]. 
(2) The Contractor agrees that to the extent it receives or is given access to data necessary for the performance of this contract which contain restrictive markings, the Contractor shall treat the data in accordance with such markings unless otherwise specifically authorized in writing by the Contracting Officer. 
(3) For all data first produced or specifically used by the Contractor in the overseas performance of this contract, the Contractor shall not release, reproduce, distribute, or publish such data without the written permission of the Contracting Officer. The government also may require the contractor to assign copyright to the government or another party as circumstances warrant or as specifically stated elsewhere in the contract.
",,,,727.409(b),5046.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.228-3,Worker's Compensation insurance (Defense Base Act),Dec 1991,,All USAID direct contracts involving performance overseas,Work with Office of Risk Management in Controller's Office.  The Contracting Officer is required by this clause to provide in the contract the name of the insurance carrier we are to work with to obtain DBA insurance.  ,,,,728.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.228-7,Insurance-Liability to Third Persons,July 1997,C,All USAID direct contracts involving performance overseas,"This adds a paragraph Insurance on Private Automobiles, to FAR 52.228-7.  This does not seem like this would be the case.  Request removal.","No, prescription says only for USAID direct contracts",05/27/17 CDC,,728-307-2(c) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.228-9,Cargo Insurance,Dec 1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.228-70,Medical Evaluation (MEDEVAC) Services,Jul 2007,,For use in all contracts requiring performance overseas.  ,"Paragraph (a) of the clause confirms that ""USAID will reimburse reasonable, allowable, and allocable costs for MEDEVAC service coverage incurred under the contract. The contracting officer will determine the reasonableness, allowability, and allocability of the costs based on the applicable cost principles and in accordance with cost accounting standards.""","Yes, required in all subsequent sub-contracts with employees serving overseas.  ",05/29/17 CDC,,728.307-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.229-70,"Federal, State and Local Taxes",,OK,,,,05/27/17 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.231-71,Salary Supplements for Host Government (HG) Employees,Oct 1998,C,in all contracts in which there is a possibility of the need of HG employees,,"Yes, required in all subsequent sub-contracts",4/4/12 LDC,,731.205-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.232-70,Letter of Credit Advance Payment,,OK,If payment is to be provided by LOC,,,4/4/12 LDC,,732.406-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.242-70,Periodic Progress Reports,Oct 2007,C,in solicitations and contracts requiring progress reports,,,5/7/12 LDC,,742.1170-4(c) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.245-70,Government Property - USAID reporting requirements,,OK,all USAID contracts,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.245-71,Title to and Care of Property,Apr 1984,,when contractor will acquire property for use overseas (see clause for further detail),,,05/27/17 CDC,,745.107(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7001,Biographical Data,,C,CR Contracts,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7002,Travel and transportation,,C,CR contracts performed in whole or in part overseas,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7003,Documentation for payment,,C,all USAID direct contracts except FP,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7004,Emergency Locator Information,July 1997,C,In all contracts requiring travel overseas,,,4/4/12 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7005,Submission of Requirements for Development Experience Documents,Sep 2013,C,Must be inserted in all USAID professional/technical contracts in which development experience documents are likely to be produced.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7006,Notices,,OK,for all USAID contracts,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7007,Personnel Compensation,July 2007,C,In all CR contracts,,,4/4/12 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7008,Use of Government facilities or personnel,APR 1984,C,for all USAID non-commercial contracts,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7009,Marking,Jan 1993,C,Forall conracts performed in whole or in part overseas,,Not required in clause,5/7/12 LDC,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7010,Conversion of US Dollars to Local Currency,APR 1984,C,for all USAID non-commercial contracts involving performance overseas,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7011,Orientation and Language Training,APR 1984,C,For use in all USAID cost-reimbursement contracts involving performance overseas,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7012,Protection of the Individual as a Research Subject.,Aug 1995,C,"This clause is for use in any USAID contract, which involves research using human subjects.",,,1/15/15 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7013,Contractor-mission relationship,Oct 1989,C,"For all USAID contracts involving performance overseas.

Note that paragraph (f) of this clause is applicable only in contracts with an educational institution. ",,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7014,Notice of change in travel regulations,Jan 1990,C,CR contracts invovling performance overseas,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7015,Use of Pouch Facilities,Jul 1997,C,For use in all USAID non-commercial contracts exceeding the simplified acquisition threshold and involving performance overseas.,,,05/27/17 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7018,Health and accident coverage for USAID participant trainees,Jan 1999,,when USAID participants are trained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7019,Participant Training,Jan 1999,C,Direct contracts involving training of USAID participants,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.702,RESERVED,,,,,,1/15/15 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7021,Changes in Tuition and Fees.,APR 1984,C,For use in contracts for participant training with an educational institution. ,,,1/15/15 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7022,Conflicts Between Contract and Catalog.,APR 1984,C,For use in contracts for participant training with an educational institution. ,,,1/15/15 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7023,Required visa form for USAID Participants,APR 1984,C,Direct contracts involving training of USAID participants,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7025,Approvals,APR 1984,OK,all USAID contracts,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7027,Personnel  ,Dec 1990,C,for all service contracts involving performance overseas,,,05/27/17 CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7028,Differential and allowances,Jul 1996,C,CR contracts performed in whole or in part overseas,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7029,Post privileges,Jul 1993,C,For all USAID involving performance overseas,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7031,Leave and Holidays,Oct 1989,C,For all USAID CR contracts for technical or professional services,,,4/4/12 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7032,International Travel Approval and Notification Requirements,April 2014,C,"Any contract requiring international travel. Must obtain prior written approval by Contracting Officer (or COR, if that duty was included in the delegation letter).  ",,,05/29/2017 CDC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7033,Physical fitness,Jul 1997,OK,For all USAID involving performance overseas,,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7034,Acknowledgement and disclaimer,Dec 1991,OK,"For use in any USAID contract which funds or partially funds publications, videos, or other information/media products. ",,,10/30/09 LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.7035,Public Notices,Dec 1991,OK,"The following clause is for use when the cognizant technical office determines that the contract is of public interest, and that both the public and the Government would benefit from public notices concerning the contract, and requests that the Contracting Officer include the clause in the contract. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
